,path,duration,dataset,emotion
3880,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_live_disgust.wav,2.426,TESS,disgust
3881,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_pain_disgust.wav,2.313,TESS,disgust
3882,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_raid_disgust.wav,2.442,TESS,disgust
3883,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_pad_disgust.wav,2.141,TESS,disgust
3884,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_mill_disgust.wav,2.277,TESS,disgust
3885,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_make_disgust.wav,2.5,TESS,disgust
3886,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_loaf_disgust.wav,2.61,TESS,disgust
3887,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_knock_disgust.wav,2.443,TESS,disgust
3888,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_pole_disgust.wav,2.278,TESS,disgust
3889,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_nice_disgust.wav,2.501,TESS,disgust
3890,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_peg_disgust.wav,2.276,TESS,disgust
3891,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_note_disgust.wav,2.314,TESS,disgust
3892,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_life_disgust.wav,2.438,TESS,disgust
3893,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_lid_disgust.wav,2.073,TESS,disgust
3894,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_pearl_disgust.wav,2.438,TESS,disgust
3895,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_mode_disgust.wav,2.433,TESS,disgust
3896,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_mouse_disgust.wav,2.347,TESS,disgust
3897,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_pool_disgust.wav,2.272,TESS,disgust
3898,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_lease_disgust.wav,2.308,TESS,disgust
3899,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_lean_disgust.wav,2.262,TESS,disgust
3900,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_lore_disgust.wav,2.365,TESS,disgust
3901,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_pass_disgust.wav,2.257,TESS,disgust
3902,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_laud_disgust.wav,2.274,TESS,disgust
3903,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_merge_disgust.wav,2.453,TESS,disgust
3904,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_perch_disgust.wav,2.571,TESS,disgust
3905,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_match_disgust.wav,2.462,TESS,disgust
3906,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_mess_disgust.wav,2.495,TESS,disgust
3907,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_name_disgust.wav,2.382,TESS,disgust
3908,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_kite_disgust.wav,2.194,TESS,disgust
3909,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_raise_disgust.wav,2.711,TESS,disgust
3910,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_nag_disgust.wav,2.331,TESS,disgust
3911,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_lose_disgust.wav,2.372,TESS,disgust
3912,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_neat_disgust.wav,2.386,TESS,disgust
3913,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_numb_disgust.wav,2.275,TESS,disgust
3914,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_mop_disgust.wav,2.151,TESS,disgust
3915,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_moon_disgust.wav,2.333,TESS,disgust
3916,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_love_disgust.wav,2.374,TESS,disgust
3917,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_rag_disgust.wav,2.361,TESS,disgust
3918,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_mob_disgust.wav,2.157,TESS,disgust
3919,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_lot_disgust.wav,2.374,TESS,disgust
3920,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_pick_disgust.wav,2.256,TESS,disgust
3921,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_pike_disgust.wav,2.422,TESS,disgust
3922,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_page_disgust.wav,2.512,TESS,disgust
3923,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_puff_disgust.wav,2.377,TESS,disgust
3924,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_rain_disgust.wav,2.318,TESS,disgust
3925,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_limb_disgust.wav,2.481,TESS,disgust
3926,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_phone_disgust.wav,2.299,TESS,disgust
3927,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_luck_disgust.wav,2.221,TESS,disgust
3928,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_near_disgust.wav,2.136,TESS,disgust
3929,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_long_disgust.wav,2.258,TESS,disgust
3930,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_learn_disgust.wav,2.305,TESS,disgust
3931,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_met_disgust.wav,2.413,TESS,disgust
3932,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_south_disgust.wav,2.753,TESS,disgust
3933,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_soup_disgust.wav,2.37,TESS,disgust
3934,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_take_disgust.wav,2.355,TESS,disgust
3935,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_shout_disgust.wav,2.484,TESS,disgust
3936,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_seize_disgust.wav,2.524,TESS,disgust
3937,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_wash_disgust.wav,2.415,TESS,disgust
3938,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_thought_disgust.wav,2.231,TESS,disgust
3939,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_walk_disgust.wav,2.388,TESS,disgust
3940,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_soap_disgust.wav,2.414,TESS,disgust
3941,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_rat_disgust.wav,2.234,TESS,disgust
3942,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_team_disgust.wav,2.45,TESS,disgust
3943,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_red_disgust.wav,2.245,TESS,disgust
3944,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_room_disgust.wav,2.317,TESS,disgust
3945,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_vote_disgust.wav,2.484,TESS,disgust
3946,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_shack_disgust.wav,2.388,TESS,disgust
3947,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_thumb_disgust.wav,2.186,TESS,disgust
3948,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_vine_disgust.wav,2.394,TESS,disgust
3949,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_voice_disgust.wav,2.493,TESS,disgust
3950,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_sheep_disgust.wav,2.207,TESS,disgust
3951,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_sure_disgust.wav,2.271,TESS,disgust
3952,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_tape_disgust.wav,2.394,TESS,disgust
3953,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_tip_disgust.wav,2.326,TESS,disgust
3954,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_turn_disgust.wav,2.326,TESS,disgust
3955,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_time_disgust.wav,2.228,TESS,disgust
3956,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_rot_disgust.wav,2.13,TESS,disgust
3957,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_ton_disgust.wav,2.267,TESS,disgust
3958,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_talk_disgust.wav,2.19,TESS,disgust
3959,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_tough_disgust.wav,2.257,TESS,disgust
3960,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_third_disgust.wav,2.306,TESS,disgust
3961,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_rose_disgust.wav,2.666,TESS,disgust
3962,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_wag_disgust.wav,2.351,TESS,disgust
3963,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_read_disgust.wav,2.175,TESS,disgust
3964,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_sell_disgust.wav,2.508,TESS,disgust
3965,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_said_disgust.wav,2.229,TESS,disgust
3966,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_sub_disgust.wav,2.372,TESS,disgust
3967,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_road_disgust.wav,2.174,TESS,disgust
3968,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_reach_disgust.wav,2.679,TESS,disgust
3969,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_should_disgust.wav,2.298,TESS,disgust
3970,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_search_disgust.wav,2.312,TESS,disgust
3971,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_rough_disgust.wav,2.561,TESS,disgust
3972,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_size_disgust.wav,2.505,TESS,disgust
3973,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_ripe_disgust.wav,2.267,TESS,disgust
3974,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_shawl_disgust.wav,2.397,TESS,disgust
3975,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_thin_disgust.wav,2.21,TESS,disgust
3976,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_rush_disgust.wav,2.311,TESS,disgust
3977,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_sour_disgust.wav,2.198,TESS,disgust
3978,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_tell_disgust.wav,2.161,TESS,disgust
3979,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_sail_disgust.wav,2.609,TESS,disgust
3980,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_ring_disgust.wav,2.299,TESS,disgust
3981,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_void_disgust.wav,2.236,TESS,disgust
3982,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_such_disgust.wav,2.436,TESS,disgust
3983,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_tool_disgust.wav,2.257,TESS,disgust
3984,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_shall_disgust.wav,2.306,TESS,disgust
3985,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_shirt_disgust.wav,2.519,TESS,disgust
3986,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_tire_disgust.wav,2.512,TESS,disgust
3987,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_wife_disgust.wav,2.483,TESS,disgust
3988,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_witch_disgust.wav,2.45,TESS,disgust
3989,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_white_disgust.wav,2.404,TESS,disgust
3990,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_wheat_disgust.wav,2.018,TESS,disgust
3991,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_which_disgust.wav,2.44,TESS,disgust
3992,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_youth_disgust.wav,2.212,TESS,disgust
3993,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_week_disgust.wav,2.467,TESS,disgust
3994,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_yes_disgust.wav,2.581,TESS,disgust
3995,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_whip_disgust.wav,2.4,TESS,disgust
3996,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_when_disgust.wav,2.427,TESS,disgust
3997,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_young_disgust.wav,2.163,TESS,disgust
3998,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_yearn_disgust.wav,2.389,TESS,disgust
3999,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_disgust/OAF_wire_disgust.wav,2.26,TESS,disgust
4000,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_book_fear.wav,1.448,TESS,fear
4001,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_bite_fear.wav,1.308,TESS,fear
4002,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_cause_fear.wav,1.694,TESS,fear
4003,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_bath_fear.wav,1.775,TESS,fear
4004,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_five_fear.wav,1.711,TESS,fear
4005,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_dip_fear.wav,1.396,TESS,fear
4006,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_ditch_fear.wav,1.803,TESS,fear
4007,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_boat_fear.wav,1.515,TESS,fear
4008,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_fit_fear.wav,1.584,TESS,fear
4009,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_fall_fear.wav,1.585,TESS,fear
4010,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_check_fear.wav,1.451,TESS,fear
4011,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_date_fear.wav,1.578,TESS,fear
4012,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_choice_fear.wav,1.656,TESS,fear
4013,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_bought_fear.wav,1.403,TESS,fear
4014,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_fat_fear.wav,1.601,TESS,fear
4015,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_deep_fear.wav,1.616,TESS,fear
4016,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_dodge_fear.wav,1.836,TESS,fear
4017,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_dog_fear.wav,1.48,TESS,fear
4018,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_far_fear.wav,1.596,TESS,fear
4019,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_beg_fear.wav,1.664,TESS,fear
4020,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_dime_fear.wav,1.601,TESS,fear
4021,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_chat_fear.wav,1.682,TESS,fear
4022,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_death_fear.wav,1.456,TESS,fear
4023,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_chain_fear.wav,1.424,TESS,fear
4024,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_bar_fear.wav,1.69,TESS,fear
4025,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_base_fear.wav,1.869,TESS,fear
4026,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_chair_fear.wav,1.687,TESS,fear
4027,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_back_fear.wav,1.727,TESS,fear
4028,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_cheek_fear.wav,1.709,TESS,fear
4029,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_doll_fear.wav,1.675,TESS,fear
4030,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_door_fear.wav,1.498,TESS,fear
4031,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_burn_fear.wav,1.454,TESS,fear
4032,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_cool_fear.wav,1.605,TESS,fear
4033,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_dead_fear.wav,1.502,TESS,fear
4034,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_cab_fear.wav,1.658,TESS,fear
4035,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_calm_fear.wav,1.458,TESS,fear
4036,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_bean_fear.wav,1.605,TESS,fear
4037,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_chalk_fear.wav,1.58,TESS,fear
4038,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_bone_fear.wav,1.387,TESS,fear
4039,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_fail_fear.wav,1.556,TESS,fear
4040,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_came_fear.wav,1.573,TESS,fear
4041,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_food_fear.wav,1.512,TESS,fear
4042,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_chief_fear.wav,1.73,TESS,fear
4043,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_dab_fear.wav,1.496,TESS,fear
4044,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/TESS Toronto emotional speech set data/OAF_Fear/OAF_gaze_fear.wav,1.683,TESS,fear
